g1.t1	ENSP00000497018.1
g7264.t1	ENSP00000312606.4
g7265.t1	ENSP00000263665.6
g7266.t1	ENSP00000307432.5
g7267.t1	ENSP00000415599.2
g7268.t1	ENSP00000463301.1
g7271.t1	ENSP00000261847.3
g7274.t1	ENSP00000366319.4
g7275.t1	ENSP00000490728.2
g728.t1	ENSP00000230256.3
g7280.t1	ENSP00000348276.3
g7282.t1	ENSP00000354813.2
g7284.t1	ENSP00000423161.1
g7288.t1	ENSP00000516011.1
g7289.t1	ENSP00000332613.3
g729.t1	ENSP00000384004.1
g7290.t1	ENSP00000362751.4
g7291.t1	ENSP00000362187.1
g7292.t1	ENSP00000362187.1
g7294.t1	ENSP00000345752.6
g7296.t1	ENSP00000493543.1
g7297.t1	ENSP00000363794.3
g7298.t1	ENSP00000411010.2
g7300.t1	ENSP00000210313.2
g7301.t1	ENSP00000356411.1
g7302.t1	ENSP00000324173.6
g7303.t1	ENSP00000386284.3
g7307.t1	ENSP00000441515.2
g7308.t1	ENSP00000423778.1
g7316.t1	ENSP00000232424.3
g7317.t1	ENSP00000393332.1
g7318.t1	ENSP00000393332.1
g7320.t1	ENSP00000386750.3
g7323.t1	ENSP00000383502.3
g7325.t1	ENSP00000416123.2
g7326.t1	ENSP00000379727.3
g7327.t1	ENSP00000373272.3
g7328.t1	ENSP00000445714.1
g7329.t1	ENSP00000309066.8
g7330.t1	ENSP00000496305.1
g7331.t1	ENSP00000358497.4
g7332.t1	ENSP00000479518.1
g7334.t1	ENSP00000378454.4
g7335.t1	ENSP00000369594.3
g7336.t1	ENSP00000416227.4
g7337.t1	ENSP00000362933.2
g7339.t1	ENSP00000510433.1
g7340.t1	ENSP00000263160.3
g7341.t1	ENSP00000323811.5
g7342.t1	ENSP00000395278.2
g7344.t1	ENSP00000261942.6
g7346.t1	ENSP00000462548.1
g7347.t1	ENSP00000263694.4
g7352.t1	ENSP00000362273.4
g7353.t1	ENSP00000422551.1
g7355.t1	ENSP00000260952.4
g7356.t1	ENSP00000381785.3
g7357.t1	ENSP00000346955.6
g7358.t1	ENSP00000294664.6
g7359.t1	ENSP00000278618.4
g7361.t1	ENSP00000354778.3
g7362.t1	ENSP00000512372.1
g7363.t1	ENSP00000355961.3
g7364.t1	ENSP00000222005.1
g7365.t1	ENSP00000377747.4
g7366.t1	ENSP00000355467.3
g7367.t1	ENSP00000419045.2
g7369.t1	ENSP00000221801.2
g7370.t1	ENSP00000507019.1
g7371.t1	ENSP00000494319.1
g7372.t1	ENSP00000362463.3
g7373.t1	ENSP00000343742.5
g7374.t1	ENSP00000350630.3
g7375.t1	ENSP00000326042.6
g7380.t1	ENSP00000405290.1
g7381.t1	ENSP00000359540.4
g7382.t1	ENSP00000258654.8
g7383.t1	ENSP00000378081.2
g7384.t1	ENSP00000217372.2
g7385.t1	ENSP00000430985.1
g7389.t1	ENSP00000372199.3
g739.t1	ENSP00000232424.3
g7390.t1	ENSP00000229971.1
g7391.t1	ENSP00000312356.6
g7392.t1	ENSP00000342026.5
g7393.t1	ENSP00000392028.1
g7394.t1	ENSP00000514678.1
g7395.t1	ENSP00000434364.2
g7396.t1	ENSP00000358466.3
g7397.t1	ENSP00000244051.1
g7398.t1	ENSP00000368119.4
g7399.t1	ENSP00000261479.4
g74.t1	ENSP00000513486.1
g7400.t1	ENSP00000375798.2
g7401.t1	ENSP00000308332.2
g7402.t1	ENSP00000384909.1
g7404.t1	ENSP00000385031.1
g7406.t1	ENSP00000337446.5
g7407.t1	ENSP00000404111.2
g7408.t1	ENSP00000347583.1
g7409.t1	ENSP00000342838.4
g741.t1	ENSP00000412420.1
g7410.t1	ENSP00000378147.2
g7411.t1	ENSP00000357194.4
g7413.t1	ENSP00000304161.3
g7419.t1	ENSP00000379512.1
g7420.t1	ENSP00000263228.3
g7421.t1	ENSP00000378216.3
g7423.t1	ENSP00000408231.1
g7424.t1	ENSP00000466012.1
g7427.t1	ENSP00000279281.3
g743.t1	ENSP00000253108.3
g7430.t1	ENSP00000263856.4
g7434.t1	ENSP00000366953.3
g7435.t1	ENSP00000272452.2
g7436.t1	ENSP00000453616.1
g7437.t1	ENSP00000332565.4
g7439.t1	ENSP00000301776.5
g744.t1	ENSP00000439856.2
g7441.t1	ENSP00000399970.2
g7442.t1	ENSP00000304051.4
g7443.t1	ENSP00000245957.5
g7444.t1	ENSP00000396275.1
g7445.t1	ENSP00000219240.4
g7448.t1	ENSP00000260746.4
g7449.t1	ENSP00000496936.1
g745.t1	ENSP00000429705.1
g7451.t1	ENSP00000410588.1
g7452.t1	ENSP00000260197.6
g7454.t1	ENSP00000252622.8
g7458.t1	ENSP00000269228.4
g746.t1	ENSP00000217182.3
g7461.t1	ENSP00000495510.2
g7462.t1	ENSP00000493518.2
g7468.t1	ENSP00000398007.3
g747.t1	ENSP00000254765.3
g7472.t1	ENSP00000350198.2
g7473.t1	ENSP00000341083.2
g748.t1	ENSP00000354294.4
g7483.t1	ENSP00000215539.3
g7489.t1	ENSP00000501726.1
g749.t1	ENSP00000319664.5
g7491.t1	ENSP00000384760.3
g7498.t1	ENSP00000331849.3
g7499.t1	ENSP00000423778.1
g75.t1	ENSP00000356061.2
g750.t1	ENSP00000319664.5
g7500.t1	ENSP00000251453.2
g7501.t1	ENSP00000298310.5
g7502.t1	ENSP00000506648.1
g7503.t1	ENSP00000343446.5
g7504.t1	ENSP00000330475.5
g7505.t1	ENSP00000384209.3
g7515.t1	ENSP00000276500.4
g7517.t1	ENSP00000371178.3
g7518.t1	ENSP00000481741.1
g7519.t1	ENSP00000477540.1
g752.t1	ENSP00000319664.5
g7525.t1	ENSP00000440600.1
g7527.t1	ENSP00000416293.2
g7529.t1	ENSP00000435775.1
g7534.t1	ENSP00000258538.3
g7537.t1	ENSP00000355773.2
g7538.t1	ENSP00000379403.2
g754.t1	ENSP00000483905.1
g7540.t1	ENSP00000435456.1
g7544.t1	ENSP00000342778.4
g7545.t1	ENSP00000298875.4
g7547.t1	ENSP00000216879.4
g7548.t1	ENSP00000418137.2
g7549.t1	ENSP00000370460.2
g7551.t1	ENSP00000496583.2
g7557.t1	ENSP00000337607.6
g7558.t1	ENSP00000457017.1
g7561.t1	ENSP00000228865.2
g7562.t1	ENSP00000261615.4
g7563.t1	ENSP00000261615.4
g7565.t1	ENSP00000265724.3
g7566.t1	ENSP00000363868.3
g7567.t1	ENSP00000444788.2
g7568.t1	ENSP00000414904.3
g7569.t1	ENSP00000433821.1
g7570.t1	ENSP00000422473.1
g7571.t1	ENSP00000334113.5
g7573.t1	ENSP00000431512.1
g7574.t1	ENSP00000423630.1
g7575.t1	ENSP00000501107.1
g7577.t1	ENSP00000364595.4
g7580.t1	ENSP00000378667.1
g7581.t1	ENSP00000216420.7
g7582.t1	ENSP00000263035.4
g7583.t1	ENSP00000249396.7
g7584.t1	ENSP00000373153.5
g7587.t1	ENSP00000496392.2
g7588.t1	ENSP00000398558.2
g7589.t1	ENSP00000385995.4
g7590.t1	ENSP00000479686.1
g7591.t1	ENSP00000492524.1
g7592.t1	ENSP00000355050.6
g7594.t1	ENSP00000334748.2
g7595.t1	ENSP00000419344.1
g7596.t1	ENSP00000365408.3
g7597.t1	ENSP00000483273.1
g7598.t1	ENSP00000355245.6
g7599.t1	ENSP00000216832.4
g7600.t1	ENSP00000322570.5
g7601.t1	ENSP00000389649.2
g7603.t1	ENSP00000441430.1
g7604.t1	ENSP00000451130.1
g7605.t1	ENSP00000397679.3
g7606.t1	ENSP00000301329.6
g7607.t1	ENSP00000262374.5
g7608.t1	ENSP00000215956.5
g7609.t1	ENSP00000260118.6
g7610.t1	ENSP00000331465.7
g7612.t1	ENSP00000463984.1
g7613.t1	ENSP00000262103.3
g7619.t1	ENSP00000377197.2
g7623.t1	ENSP00000261416.7
g7624.t1	ENSP00000465628.2
g7626.t1	ENSP00000424478.1
g7627.t1	ENSP00000343838.5
g7628.t1	ENSP00000343838.5
g763.t1	ENSP00000461144.1
g7631.t1	ENSP00000258874.4
g7632.t1	ENSP00000430604.1
g7633.t1	ENSP00000356572.5
g7634.t1	ENSP00000309429.3
g7635.t1	ENSP00000443426.1
g7636.t1	ENSP00000272252.5
g7638.t1	ENSP00000370649.4
g7639.t1	ENSP00000396617.3
g7640.t1	ENSP00000385393.1
g7643.t1	ENSP00000236698.5
g7644.t1	ENSP00000405984.3
g7648.t1	ENSP00000280098.4
g7649.t1	ENSP00000395718.2
g7650.t1	ENSP00000313432.6
g7651.t1	ENSP00000424183.1
g7652.t1	ENSP00000384900.3
g7653.t1	ENSP00000407888.2
g7654.t1	ENSP00000355924.5
g7655.t1	ENSP00000361686.3
g7656.t1	ENSP00000264389.2
g7657.t1	ENSP00000421045.1
g7658.t1	ENSP00000412637.2
g7659.t1	ENSP00000355396.4
g766.t1	ENSP00000238647.3
g7660.t1	ENSP00000513602.1
g7663.t1	ENSP00000376007.3
g7666.t1	ENSP00000311186.6
g7667.t1	ENSP00000257940.2
g7668.t1	ENSP00000509864.1
g7669.t1	ENSP00000325290.4
g767.t1	ENSP00000363229.3
g7671.t1	ENSP00000360672.2
g7672.t1	ENSP00000396835.1
g7674.t1	ENSP00000507313.1
g7680.t1	ENSP00000497707.1
g7681.t1	ENSP00000452421.2
g7682.t1	ENSP00000259467.4
g7684.t1	ENSP00000246548.3
g7685.t1	ENSP00000339245.4
g7686.t1	ENSP00000405514.1
g7687.t1	ENSP00000299561.5
g769.t1	ENSP00000264047.2
g7690.t1	ENSP00000282276.6
g7691.t1	ENSP00000367074.2
g7692.t1	ENSP00000387327.1
g7693.t1	ENSP00000311677.5
g7694.t1	ENSP00000301072.7
g7695.t1	ENSP00000494609.1
g7696.t1	ENSP00000276533.3
g7697.t1	ENSP00000241891.5
g7698.t1	ENSP00000377900.3
g7699.t1	ENSP00000285873.6
g77.t1	ENSP00000215539.3
g770.t1	ENSP00000301364.4
g7700.t1	ENSP00000251074.1
g7701.t1	ENSP00000265351.7
g7702.t1	ENSP00000294016.3
g7703.t1	ENSP00000368079.4
g7704.t1	ENSP00000355927.3
g7705.t1	ENSP00000286398.7
g7706.t1	ENSP00000314343.5
g7707.t1	ENSP00000265354.4
g7709.t1	ENSP00000284273.5
g771.t1	ENSP00000313272.6
g7710.t1	ENSP00000311930.3
g7712.t1	ENSP00000268459.3
g7713.t1	ENSP00000345716.3
g7714.t1	ENSP00000343535.4
g7715.t1	ENSP00000318868.3
g7716.t1	ENSP00000502702.1
g7718.t1	ENSP00000378550.1
g772.t1	ENSP00000158771.4
g7722.t1	ENSP00000513280.1
g7723.t1	ENSP00000413405.1
g7724.t1	ENSP00000238788.9
g7725.t1	ENSP00000276692.6
g7726.t1	ENSP00000296255.3
g7727.t1	ENSP00000343442.4
g7728.t1	ENSP00000343442.4
g7729.t1	ENSP00000296255.3
g773.t1	ENSP00000346255.3
g7730.t1	ENSP00000276692.6
g7731.t1	ENSP00000238788.9
g7732.t1	ENSP00000413405.1
g7733.t1	ENSP00000513280.1
g7738.t1	ENSP00000378550.1
g7740.t1	ENSP00000502702.1
g7741.t1	ENSP00000318868.3
g7742.t1	ENSP00000343535.4
g7743.t1	ENSP00000478637.1
g7744.t1	ENSP00000368145.3
g7745.t1	ENSP00000260361.4
g7746.t1	ENSP00000393953.1
g7747.t1	ENSP00000416683.3
g7748.t1	ENSP00000422143.1
g7749.t1	ENSP00000255432.7
g775.t1	ENSP00000504373.1
g7750.t1	ENSP00000412560.2
g7751.t1	ENSP00000260649.6
g7752.t1	ENSP00000386954.1
g7753.t1	ENSP00000479775.2
g7754.t1	ENSP00000261461.2
g7756.t1	ENSP00000295119.4
g7757.t1	ENSP00000266069.3
g7758.t1	ENSP00000356405.4
g7759.t1	ENSP00000190165.2
g7760.t1	ENSP00000264235.9
g7764.t1	ENSP00000356130.3
g7765.t1	ENSP00000395339.1
g7769.t1	ENSP00000512966.1
g7770.t1	ENSP00000327504.5
g7771.t1	ENSP00000297990.4
g7773.t1	ENSP00000374280.4
g7774.t1	ENSP00000500375.1
g7775.t1	ENSP00000453671.1
g7776.t1	ENSP00000290299.2
g7778.t1	ENSP00000281038.5
g7779.t1	ENSP00000431567.1
g7780.t1	ENSP00000260056.2
g7781.t1	ENSP00000293217.4
g7783.t1	ENSP00000307046.4
g7785.t1	ENSP00000374309.3
g779.t1	ENSP00000393583.2
g7793.t1	ENSP00000412125.2
g7794.t1	ENSP00000369055.4
g7799.t1	ENSP00000258884.4
g780.t1	ENSP00000329715.4
g7800.t1	ENSP00000305632.8
g7801.t1	ENSP00000433741.1
g7802.t1	ENSP00000380244.2
g7804.t1	ENSP00000300619.6
g7805.t1	ENSP00000264852.4
g7806.t1	ENSP00000478547.1
g7807.t1	ENSP00000432468.1
g7809.t1	ENSP00000344285.2
g781.t1	ENSP00000336842.3
g7810.t1	ENSP00000356145.3
g7811.t1	ENSP00000298282.8
g7812.t1	ENSP00000294785.5
g7813.t1	ENSP00000347834.5
g7815.t1	ENSP00000308321.6
g7816.t1	ENSP00000516129.1
g7819.t1	ENSP00000260126.3
g7820.t1	ENSP00000359538.1
g7821.t1	ENSP00000311899.2
g7822.t1	ENSP00000311899.2
g7823.t1	ENSP00000282878.4
g7829.t1	ENSP00000498176.1
g783.t1	ENSP00000505414.1
g7831.t1	ENSP00000362334.3
g7834.t1	ENSP00000403925.2
g7836.t1	ENSP00000450577.3
g7838.t1	ENSP00000451488.1
g7840.t1	ENSP00000327557.4
g7841.t1	ENSP00000263826.5
g7842.t1	ENSP00000230449.4
g7843.t1	ENSP00000313854.5
g7846.t1	ENSP00000370808.5
g7847.t1	ENSP00000229314.4
g7848.t1	ENSP00000271971.2
g7849.t1	ENSP00000407041.1
g7851.t1	ENSP00000265162.5
g7852.t1	ENSP00000433287.1
g7853.t1	ENSP00000452934.2
g7854.t1	ENSP00000452934.2
g7856.t1	ENSP00000245407.3
g7857.t1	ENSP00000515539.1
g7858.t1	ENSP00000353165.3
g7861.t1	ENSP00000217420.1
g7862.t1	ENSP00000351122.1
g7863.t1	ENSP00000425299.1
g7864.t1	ENSP00000427788.1
g7865.t1	ENSP00000313851.10
g7866.t1	ENSP00000482680.1
g7867.t1	ENSP00000305480.2
g7868.t1	ENSP00000358059.3
g7869.t1	ENSP00000272321.7
g787.t1	ENSP00000225927.1
g7870.t1	ENSP00000308717.7
g7871.t1	ENSP00000305459.6
g7872.t1	ENSP00000452145.1
g788.t1	ENSP00000376265.2
g7887.t1	ENSP00000467195.1
g7891.t1	ENSP00000226207.5
g7892.t1	ENSP00000483640.3
g7894.t1	ENSP00000291577.6
g7897.t1	ENSP00000428020.1
g7899.t1	ENSP00000477809.1
g79.t1	ENSP00000456059.1
g7900.t1	ENSP00000494609.1
g7901.t1	ENSP00000494609.1
g7902.t1	ENSP00000479256.1
g7903.t1	ENSP00000402982.1
g7910.t1	ENSP00000382118.4
g7912.t1	ENSP00000359380.2
g7915.t1	ENSP00000389270.2
g7916.t1	ENSP00000467885.1
g7917.t1	ENSP00000362115.3
g7918.t1	ENSP00000462331.2
g7919.t1	ENSP00000271375.3
g792.t1	ENSP00000464872.2
g7920.t1	ENSP00000189444.6
g7921.t1	ENSP00000494114.1
g7923.t1	ENSP00000454224.2
g7925.t1	ENSP00000385437.2
g7926.t1	ENSP00000367030.3
g7927.t1	ENSP00000515187.1
g7928.t1	ENSP00000504478.1
g7929.t1	ENSP00000444384.2
g7931.t1	ENSP00000459470.1
g7933.t1	ENSP00000459470.1
g7936.t1	ENSP00000440624.2
g7937.t1	ENSP00000309161.4
g7938.t1	ENSP00000377225.3
g7940.t1	ENSP00000401362.2
g7942.t1	ENSP00000262545.2
g7948.t1	ENSP00000490413.1
g7949.t1	ENSP00000315602.5
g795.t1	ENSP00000514396.1
g7951.t1	ENSP00000452934.2
g7952.t1	ENSP00000453838.1
g7953.t1	ENSP00000259237.5
g7956.t1	ENSP00000399709.2
g7957.t1	ENSP00000042931.1
g7959.t1	ENSP00000432681.1
g7960.t1	ENSP00000280704.3
g7961.t1	ENSP00000445331.1
g7962.t1	ENSP00000280706.2
g7963.t1	ENSP00000280706.2
g7967.t1	ENSP00000374385.3
g7968.t1	ENSP00000360683.3
g797.t1	ENSP00000355541.3
g7975.t1	ENSP00000262942.5
g7976.t1	ENSP00000318674.5
g7977.t1	ENSP00000455217.1
g7978.t1	ENSP00000385315.1
g7979.t1	ENSP00000322396.2
g798.t1	ENSP00000387471.2
g7981.t1	ENSP00000447486.1
g7982.t1	ENSP00000454992.1
g7983.t1	ENSP00000463395.1
g7984.t1	ENSP00000170564.1
g7986.t1	ENSP00000360569.3
g7987.t1	ENSP00000383785.4
g7989.t1	ENSP00000505508.1
g799.t1	ENSP00000350740.5
g7990.t1	ENSP00000222567.5
g7991.t1	ENSP00000501212.1
g7996.t1	ENSP00000263697.4
g7998.t1	ENSP00000297875.2
g7999.t1	ENSP00000480240.1
g8.t1	ENSP00000430531.1
g80.t1	ENSP00000261326.4
g8002.t1	ENSP00000506848.1
g8003.t1	ENSP00000282841.5
g8005.t1	ENSP00000367196.4
g8006.t1	ENSP00000265758.3
g8007.t1	ENSP00000312311.4
g8008.t1	ENSP00000497016.1
g8009.t1	ENSP00000259512.3
g801.t1	ENSP00000350940.5
g8010.t1	ENSP00000354739.5
g8011.t1	ENSP00000254878.3
g8014.t1	ENSP00000239165.7
g802.t1	ENSP00000377036.2
g8025.t1	ENSP00000420009.2
g803.t1	ENSP00000334424.6
g8031.t1	ENSP00000269143.2
g8032.t1	ENSP00000455711.1
g8033.t1	ENSP00000455711.1
g8034.t1	ENSP00000394976.1
g8035.t1	ENSP00000304783.3
g8036.t1	ENSP00000478310.2
g804.t1	ENSP00000461135.1
g8043.t1	ENSP00000395502.2
g8044.t1	ENSP00000434162.2
g8045.t1	ENSP00000369860.3
g8046.t1	ENSP00000494358.1
g8049.t1	ENSP00000243389.3
g8050.t1	ENSP00000492409.1
g8052.t1	ENSP00000492808.1
g8055.t1	ENSP00000333253.4
g8056.t1	ENSP00000279907.7
g8057.t1	ENSP00000465213.1
g8058.t1	ENSP00000241052.4
g806.t1	ENSP00000360616.3
g8060.t1	ENSP00000331381.8
g8061.t1	ENSP00000342322.4
g8062.t1	ENSP00000492409.1
g8067.t1	ENSP00000258821.3
g8069.t1	ENSP00000216218.3
g807.t1	ENSP00000378756.1
g8070.t1	ENSP00000382518.3
g8071.t1	ENSP00000216218.3
g8073.t1	ENSP00000274712.2
g8076.t1	ENSP00000257829.3
g8079.t1	ENSP00000506377.1
g808.t1	ENSP00000285697.4
g8080.t1	ENSP00000305221.6
g8082.t1	ENSP00000229201.4
g8083.t1	ENSP00000229201.4
g8085.t1	ENSP00000416683.3
g8087.t1	ENSP00000224721.9
g8088.t1	ENSP00000447477.2
g8089.t1	ENSP00000421539.1
g8091.t1	ENSP00000498939.1
g8094.t1	ENSP00000453404.1
g810.t1	ENSP00000310623.9
g8105.t1	ENSP00000363254.1
g8107.t1	ENSP00000378815.2
g8108.t1	ENSP00000265517.5
g8109.t1	ENSP00000295379.1
g8110.t1	ENSP00000498444.1
g8111.t1	ENSP00000376792.2
g8112.t1	ENSP00000251047.4
g8114.t1	ENSP00000453508.1
g8115.t1	ENSP00000316029.9
g8116.t1	ENSP00000366156.2
g8117.t1	ENSP00000430780.1
g812.t1	ENSP00000309751.6
g8121.t1	ENSP00000498733.1
g8122.t1	ENSP00000261597.4
g8124.t1	ENSP00000265717.4
g8128.t1	ENSP00000457275.1
g8129.t1	ENSP00000466967.1
g813.t1	ENSP00000418427.1
g8130.t1	ENSP00000352584.4
g8131.t1	ENSP00000352584.4
g8133.t1	ENSP00000352584.4
g8139.t1	ENSP00000447640.1
g8143.t1	ENSP00000264692.5
g8144.t1	ENSP00000354964.2
g8146.t1	ENSP00000384088.1
g8147.t1	ENSP00000005257.2
g8148.t1	ENSP00000364145.3
g8149.t1	ENSP00000247843.2
g8150.t1	ENSP00000356198.1
g8152.t1	ENSP00000464036.2
g8153.t1	ENSP00000265562.4
g8154.t1	ENSP00000442862.1
g8155.t1	ENSP00000386397.1
g8159.t1	ENSP00000374309.3
g8160.t1	ENSP00000374183.4
g8161.t1	ENSP00000261483.4
g8164.t1	ENSP00000199280.3
g8165.t1	ENSP00000199280.3
g8166.t1	ENSP00000422917.2
g8167.t1	ENSP00000497217.1
g8168.t1	ENSP00000366800.5
g8169.t1	ENSP00000361603.4
g817.t1	ENSP00000299441.3
g8170.t1	ENSP00000361418.3
g8171.t1	ENSP00000264951.4
g8172.t1	ENSP00000303977.7
g8173.t1	ENSP00000309141.5
g8174.t1	ENSP00000443988.1
g8175.t1	ENSP00000355465.1
g8177.t1	ENSP00000343552.5
g8178.t1	ENSP00000363827.3
g8179.t1	ENSP00000496870.1
g8183.t1	ENSP00000371532.2
g8184.t1	ENSP00000230256.3
g8186.t1	ENSP00000441197.2
g8187.t1	ENSP00000328023.5
g8196.t1	ENSP00000371362.4
g8199.t1	ENSP00000357302.3
g82.t1	ENSP00000480832.2
g8200.t1	ENSP00000255608.3
g8201.t1	ENSP00000361967.1
g8202.t1	ENSP00000498603.2
g8203.t1	ENSP00000333926.6
g8204.t1	ENSP00000251127.6
g8205.t1	ENSP00000472940.2
g8206.t1	ENSP00000200652.3
g8207.t1	ENSP00000382182.2
g8208.t1	ENSP00000382182.2
g8209.t1	ENSP00000382182.2
g8210.t1	ENSP00000251691.4
g8211.t1	ENSP00000308695.4
g8214.t1	ENSP00000257770.3
g8215.t1	ENSP00000257770.3
g8216.t1	ENSP00000365625.3
g8221.t1	ENSP00000500909.1
g8223.t1	ENSP00000497651.1
g8224.t1	ENSP00000280326.4
g8225.t1	ENSP00000510378.1
g8226.t1	ENSP00000357409.3
g8227.t1	ENSP00000250535.4
g8228.t1	ENSP00000484105.1
g823.t1	ENSP00000364150.3
g8230.t1	ENSP00000416683.3
g8231.t1	ENSP00000219313.4
g8232.t1	ENSP00000369456.3
g8234.t1	ENSP00000422182.3
g8236.t1	ENSP00000323588.1
g8237.t1	ENSP00000515387.1
g8238.t1	ENSP00000320434.4
g8239.t1	ENSP00000495965.1
g8240.t1	ENSP00000363621.3
g8241.t1	ENSP00000359398.2
g8242.t1	ENSP00000428074.1
g8243.t1	ENSP00000322180.4
g8244.t1	ENSP00000429474.1
g8245.t1	ENSP00000498543.1
g8246.t1	ENSP00000258648.2
g8247.t1	ENSP00000380820.1
g8249.t1	ENSP00000470920.1
g825.t1	ENSP00000507176.1
g8250.t1	ENSP00000304370.1
g8251.t1	ENSP00000356057.4
g8252.t1	ENSP00000427100.1
g8255.t1	ENSP00000424381.1
g8256.t1	ENSP00000490037.2
g8257.t1	ENSP00000386342.1
g8260.t1	ENSP00000365198.2
g8261.t1	ENSP00000334564.3
g8262.t1	ENSP00000381920.1
g8264.t1	ENSP00000368716.3
g8265.t1	ENSP00000349576.3
g8266.t1	ENSP00000432584.1
g8267.t1	ENSP00000380826.2
g8270.t1	ENSP00000401437.3
g8271.t1	ENSP00000497040.1
g8272.t1	ENSP00000362744.4
g8273.t1	ENSP00000416583.2
g8274.t1	ENSP00000357973.3
g8275.t1	ENSP00000273375.4
g8276.t1	ENSP00000283875.5
g8277.t1	ENSP00000353124.3
g8278.t1	ENSP00000257787.5
g8279.t1	ENSP00000363638.3
g8280.t1	ENSP00000336606.5
g8281.t1	ENSP00000405953.1
g8282.t1	ENSP00000496022.1
g8283.t1	ENSP00000233575.2
g8290.t1	ENSP00000353788.1
g8292.t1	ENSP00000436455.1
g8293.t1	ENSP00000484644.2
g8294.t1	ENSP00000416394.1
g8295.t1	ENSP00000434593.1
g8296.t1	ENSP00000368982.3
g8297.t1	ENSP00000290858.6
g8298.t1	ENSP00000390932.2
g8299.t1	ENSP00000217426.2
g83.t1	ENSP00000298316.5
g8300.t1	ENSP00000262144.6
g8301.t1	ENSP00000436720.1
g8302.t1	ENSP00000392025.3
g8303.t1	ENSP00000310668.5
g8304.t1	ENSP00000219204.3
g8305.t1	ENSP00000306473.3
g8306.t1	ENSP00000335434.5
g8307.t1	ENSP00000419005.1
g8311.t1	ENSP00000305069.4
g8318.t1	ENSP00000401514.2
g8320.t1	ENSP00000401514.2
g8321.t1	ENSP00000401514.2
g8322.t1	ENSP00000371347.3
g8323.t1	ENSP00000247001.3
g8324.t1	ENSP00000311273.6
g8325.t1	ENSP00000453267.2
g8326.t1	ENSP00000256854.4
g8327.t1	ENSP00000348211.3
g8328.t1	ENSP00000300107.3
g833.t1	ENSP00000464918.1
g8330.t1	ENSP00000344955.4
g8338.t1	ENSP00000338774.7
g8345.t1	ENSP00000385571.3
g835.t1	ENSP00000379153.1
g8354.t1	ENSP00000397384.2
g8357.t1	ENSP00000332528.4
g836.t1	ENSP00000463487.2
g8360.t1	ENSP00000427822.1
g8362.t1	ENSP00000361263.2
g8363.t1	ENSP00000508246.1
g8366.t1	ENSP00000455445.1
g8367.t1	ENSP00000359321.4
g8368.t1	ENSP00000484528.1
g8369.t1	ENSP00000507825.1
g8371.t1	ENSP00000358400.3
g8378.t1	ENSP00000377353.1
g8379.t1	ENSP00000449539.1
g838.t1	ENSP00000464679.2
g8380.t1	ENSP00000346340.2
g8381.t1	ENSP00000437797.1
g8382.t1	ENSP00000363205.3
g8383.t1	ENSP00000471735.1
g8385.t1	ENSP00000237853.4
g8386.t1	ENSP00000490228.1
g8388.t1	ENSP00000380151.2
g839.t1	ENSP00000424619.1
g8391.t1	ENSP00000507585.1
g8392.t1	ENSP00000360514.1
g8393.t1	ENSP00000401155.3
g8395.t1	ENSP00000420908.1
g8397.t1	ENSP00000234296.2
g8399.t1	ENSP00000343405.2
g84.t1	ENSP00000496779.1
g8400.t1	ENSP00000431936.1
g8401.t1	ENSP00000296603.4
g8403.t1	ENSP00000294724.4
g8404.t1	ENSP00000380982.2
g8405.t1	ENSP00000339889.5
g8406.t1	ENSP00000356345.4
g8407.t1	ENSP00000479962.1
g8409.t1	ENSP00000421981.1
g8410.t1	ENSP00000345285.5
g8415.t1	ENSP00000430535.1
g8416.t1	ENSP00000411411.1
g8417.t1	ENSP00000413073.2
g842.t1	ENSP00000361064.4
g8420.t1	ENSP00000357982.5
g8426.t1	ENSP00000348019.5
g8427.t1	ENSP00000376214.3
g8428.t1	ENSP00000424618.2
g8429.t1	ENSP00000418015.1
g8431.t1	ENSP00000053468.3
g8438.t1	ENSP00000362625.5
g844.t1	ENSP00000265350.4
g8444.t1	ENSP00000302100.3
g8445.t1	ENSP00000269214.4
g8446.t1	ENSP00000359361.4
g8447.t1	ENSP00000476768.1
g8448.t1	ENSP00000242784.3
g8449.t1	ENSP00000354437.6
g845.t1	ENSP00000362469.3
g8450.t1	ENSP00000309142.7
g8452.t1	ENSP00000440624.2
g8453.t1	ENSP00000417278.2
g8455.t1	ENSP00000295500.4
g8457.t1	ENSP00000369181.3
g846.t1	ENSP00000260753.4
g8462.t1	ENSP00000407998.1
g8463.t1	ENSP00000335636.4
g8464.t1	ENSP00000282406.4
g8466.t1	ENSP00000385995.4
g8468.t1	ENSP00000375750.2
g8470.t1	ENSP00000480783.2
g8471.t1	ENSP00000484117.1
g8472.t1	ENSP00000256538.4
g8478.t1	ENSP00000333363.7
g8479.t1	ENSP00000508225.1
g8481.t1	ENSP00000478237.1
g8482.t1	ENSP00000482728.1
g8486.t1	ENSP00000344241.3
g8487.t1	ENSP00000324011.8
g8488.t1	ENSP00000258083.2
g8489.t1	ENSP00000318057.2
g8494.t1	ENSP00000368908.3
g8495.t1	ENSP00000286713.2
g8497.t1	ENSP00000282670.2
g8498.t1	ENSP00000362291.3
g8499.t1	ENSP00000346335.3
g85.t1	ENSP00000502132.1
g850.t1	ENSP00000316516.4
g8501.t1	ENSP00000354080.3
g8503.t1	ENSP00000325527.5
