Gene name	NCBI gene (formerly Entrezgene) ID
PCBP2	5094
DCAF7	10238
	101928708
BLVRB	645
	101928682
RPSAP31	
C16orf95-DT	101928659
MIR4448	100616127
CYP2AB1P	
FBXO31	79791
ABCC5	10057
TACO1	51204
MAP1LC3B	81631
TBKBP1	9755
CD3D	915
CD3G	917
ATXN7L3	56970
LINC02175	283887
CNTN2	6900
ANKRD36	375248
SCML2P2	
LCMT1-AS1	
LCMT1	51451
CASP1	834
HEXIM2	124790
CFLAR	8837
DPP9-AS1	100131094
SLC16A11	162515
MIR7-3	407045
LCMT1-AS2	100506655
RN7SL557P	
AQP8	343
LINC01842	
	101928517
DCAKD	79877
TEX14BP	644050
ZKSCAN2	342357
CLPB	81570
ZKSCAN2-DT	
PKD1L2	114780
LINC00906	148145
ABCC5-AS1	100873982
EEF1A1P8	
HTR3D	200909
ZNF45-AS1	
ZNF567-DT	101927621
PCBP2-OT1	102157401
ZNF470-DT	
MAP3K12	7786
DVL3	1857
FBF1	85302
LINC02987	101927151
TARBP2	6895
LINC01785	374890
SLX1B	79008
SLX1B	124907837
AP2M1	1173
NUDT19-DT	
SYPL2	284612
LIPE-AS1	100996307
LIPE-AS1	101930071
CCSAP	126731
SLFN12L	100506736
BSG-AS1	105372233
MIR633	693218
TRMT112P3	
RANBP3-DT	100128568
RNU6-180P	
RN7SKP276	
DNAJB6P8	
RBMS1	5937
NXPE2	120406
NPIPB10P	
ACTA1	58
NXPE1	120400
ZNF8-DT	
	730183
PCAT19	100505495
SPECC1	92521
ZFP69	339559
ARL2-SNX15	
EXO5-DT	
HNRNPA1L3	642659
ERVK13-1	
ZNF684	127396
SNX15	29907
ZNF702P	79986
RNU6ATAC27P	
SNHG3	8420
SNORA73A	
ZNF667-AS1	100128252
SNORA73B	26768
PRDX3P2	
TRNAU1AP	54952
PKD1	5310
TERC	
Telomerase-vert	
ACTRT3	84517
CDK3	1018
MIR7-3HG	284424
ATF7-NPFF	114108587
MYNN	55892
SAC3D1	29901
ATF7	11016
GPR142	350383
NAALADL1	10004
KSR1	8844
SNORD99	692212
SNORA61	677838
SNORA44	677825
SNORA16A	692073
SNORA16A	
RAB42	115273
TAF12-DT	105378616
RNU11	26824
AMY2B	280
BAZ2B	29994
LRRC34	151827
AMY2A	279
EPN2	22905
LINC00665	100506930
LRRC31	79782
	100652999
CDK18	5129
ATP5MC2	517
KRT18P43	
SAMD7	344658
LINC01535	101927667
INSIG2	51141
RASSF9	9182
CDCA5	113130
NTS	4922
LINC00662	148189
THSD7B	80731
	100128164
SEC62	7095
ZFPL1	7542
KCNH7	90134
ZNF451	26036
FGD4	121512
SELENOI	85465
TMEM262	100130348
ZNG1B	150472
VPS51	738
SLC35G3	146861
RUNDC1	146923
SEC62-AS1	
GPR160	26996
C19orf48	84798
EFCAB5	374786
RNU4-38P	
KMT5AP3	
LRRIQ4	344657
PKD1-AS1	105371049
GOLT1A	127845
TEX264	51368
MIR6511B1	102465429
MIR4516	100616258
MIR3180-5	100500916
RAB26	25837
PLEKHA6	22874
NAPA-AS1	
POU2F2-AS1	
TM7SF2	7108
	100128398
	124906237
RNA5SP132	
GRM2	2912
DNMT1	1786
ZNF451-AS1	
SNHG19	
SNORD60	26788
TRAF7	84231
CCDC144NL-AS1	339260
CCDC144NL-AS1	440416
TCP10L2	
LINC00628	127841
COL9A1	1297
PPP1R15B-AS1	
IQCF6	440956
RNA5SP74	
NCBP2	22916
ZMYM1	79830
SP2-AS1	
AKAP1-DT	
TANC2	26115
NCBP2-AS1	100874001
NCBP2AS2	152217
PIGZ	80235
RPSAP69	
TSC22D2	9819
BRI3P2	
IRAG2	4033
COL6A6	131873
CASKIN1	57524
DBI	1622
RPL12P45	
EFCAB14P1	
RN7SL503P	
SNORA62	124900419
C1orf146	388649
CCDC57	284001
ACTBP12	
ZNHIT2	741
MLST8	64223
GLMN	11146
FAU	2197
ZNF662	389114
SLC25A11	8402
SYVN1	84447
KRBOX1-AS1	100506275
SNRK	54861
SPAG16	79582
LINC01610	
FAM135A-AS1	105377849
RN7SL517P	
SNRK-AS1	
RPAP2	79871
SLC26A8	116369
GASK1A	729085
RNF167	26001
HRH1	3269
RN7SL824P	
HMGB3P9	
RNU4-59P	
CHCHD4P4	
H3P3	
CCT7	10574
CCNJP2	
OR10X1	128367
OR2T27	403239
ATG7	10533
OR6K1P	
OR6K3	391114
OR6K4P	
OR6K5P	
OR2AQ1P	
OR10AA1P	
MNDA	4332
OR10J3	
OR14A16	284532
HSD17B7P1	
OR6R1P	
OR11L1	391189
TRIM58	25893
NPFF	8620
PFN1	5216
RPS15AP32	
CFAP73	387885
OR2W3	343171
OR2AJ1	127608
CLK3P2	
OR2X1P	
OR2L8	391190
DPRXP2	
OR6Y1	391112
MRPL49	740
TLR12P	
MAPK14	1432
ENO3	2027
ZSCAN20	7579
DDX54	79039
OR2M1P	388762
OR2M5	127059
OR2M2	391194
MIR6751	102465449
HIGD1AP10	
GM2AP2	
RNU2-23P	
PDCL2P2	
CYCSP53	
PGAM1P8	
MYOC	4653
CAPN1-AS1	728975
CAPN1	823
GABRD	2563
VGLL4	9686
MIR7106	102466222
RITA1	84934
EFHD1	80303
IQCD	115811
PRKCZ-DT	
ZBTB17	7709
DTX1	1840
POTEI	653269
TFCP2	7024
SPAG7	9552
FOXN2	3344
MIR548AJ1	100616191
DOCK6	57572
EYA4	2070
CAMTA2	23125
KCNK3	3777
BRICD5	283870
PHB1P19	
TBC1D3P6	
SRARP	149563
NRXN1	9378
RNU4-54P	
RNA5SP355	
HSPB7	27129
PGP	283871
CCDC91	55297
E4F1	1877
THRB-AS1	
EIF3KP2	
RN7SL216P	
RNA5SP125	
CFL1P7	
CLCNKA	1187
RNA5SP126	
H3P10	
RARB	5915
SLC22A20P	
ANKRD33BP8	
DNASE1L2	1775
TRIM64B	642446
OR6C3	254786
KRT3	3850
TSSC4	10078
	105372273
KRT4	3851
FAM131C2P	
FAM131C	348487
EFNA2	1943
ADAMTSL5	339366
OR2T8	343172
TRPM5	29850
ZBTB2P1	
FHAD1-AS1	101927417
EFHD2-AS1	
ECI1	1632
KRT79	338785
EFHD2	79180
CTRC	11330
KRT78	196374
MIR6864	102465521
MIR6865	102465522
CAMTA2-AS1	
KIF1C	10749
ZNF614	80110
RPL7P41	
KRT18	3875
OR6F1	343169
OR14K1	343170
OR9H1P	81439
ZNF432	9668
OR10K1	391109
ECI1-AS1	
OR2T12	127064
OR2T33	391195
RNPS1	10921
ZBTB8A	653121
LINC01013	
KIF1C-AS1	102724009
ZNF841	284371
SLC52A1	55065
ZBTB8OS	339487
KRT8	3856
ZNF616	90317
ZFP3-DT	
ZFP3	124961
USP6	9098
RPL37P23	
ZNF836	162962
MIR6801	102466984
ZNF766	90321
RDUR	152225
RN7SL432P	
NRAS	4893
TRMT10C	54931
ATP13A3	79572
RNY1P13	
SMLR1	100507203
SIKE1	80143
MIR643	693228
ZNF480	147657
MTND1P35	
TRIM49D1	399939
EPB41L2	2037
CCDC88A	55704
OR2T29	343563
TRIM49D2	729384
WASH7P	
ZNF610	162963
MIR6859-1	102466751
MIR1302-2HG	
CDHR4	389118
MIR1302-2	100302278
FAM138A	645520
FAM138A	124906933
OR6C74	254783
OR4G4P	
OR4F5	79501
ABCC9	10060
ANKRD33BP9	
TRIM51EP	
ZNF880	400713
CICP27	
TRIM53AP	
TRIM49C	642612
RNU6-1100P	124904108
RNU6-1100P	124904706
RNU6-1100P	124906683
OR2G6	391211
ZNF528-AS1	
INKA1	389119
OR13G1	441933
OR1C1	26188
UBA7	7318
OR2M3	127062
OR2T10	127069
ANKRD33BP10	
OR6N1	128372
ZNF528	84436
TRIM64EP	
OR2T11	127077
OR10Z1	128368
INCA1	388324
SPTA1	6708
UBTFL1	642623
TRIM64	120146
FXYD2	486
DPPA5P1	
ZNF534	147658
MIR5193	100847079
TRAIP	10293
RNF213-AS1	100294362
ENDOV	284131
PPP2R1A	5518
LINC01788	101927244
ZRANB2-AS1	
ZRANB2	9406
FXYD6-FXYD2	100533181
FXYD6-AS1	
FXYD6	53826
CAMKV	79012
MIR186	406962
ZRANB2-DT	
ANKS1B	56899
SCGB2B3P	
ZNF302	55900
MIR3677HG	106660606
MIR4730	100616359
NPTX1	4884
MIR3677	100500812
MIR940	100126328
MIR4717	100616241
PLLP	51090
CERS2	29956
RPL32P31	
RPL31P7	
	124904072
CCDC40	55036
RN7SL217P	
ACTL11P	
MST1R	4486
IL10RA	3587
MIR1268B	100616121
GAA	2548
ZNF181	339318
MIR5587	100847028
MIR3176	100423037
PRR35	146325
	124903640
ANXA9	8416
RBFOX1	54715
ZNF599	148103
LINC01801	400685
PRUNE1	58497
CAVIN3	112464
ZNF30-AS1	
HPN-AS1	100128675
	124902623
SMPD1	6609
LINC00663	
MON1A	84315
EIF4A3	9775
ZNF506	440515
RBM6	10180
RNU6-884P	
BNIPL	149428
BNIP3P9	
RNA5SP438	
ZNF253	56242
LINC01989	101927239
CCL7	6354
BNIP3P10	
ZNF93	81931
DNHD1	144132
CCL11	6356
CCL8	6355
ZNF793-AS1	101927720
CCL13	6357
ZFP30	22835
CCL1	6346
CCL2	6347
C1orf56	54964
CDC42SE1	56882
TSPAN10	83882
ZNF577	84765
TBC1D28	254272
MLLT11	10962
IER5	51278
TMEM9B-AS1	493900
SLC25A44	9673
NRIP3	56675
FH	2271
LINC01987	100132174
PHB1	5245
ZNF350-AS1	101669766
IFNL4	101180976
KMO	8564
AKR1B1P3	
RN7SL188P	
C11orf58	10944
FYN	2534
ZSCAN22	342945
MIR6806	102465484
RN7SKP90	
A1BG	1
KCNK4	50801
RPS4XP1	
TCHP	84260
LINC01976	107546764
ATXN7L3-AS1	
G6PC3	92579
A1BG-AS1	503538
OPN3	23596
C11orf97	643037
ZNF497	162968
PIWIL4	143689
ZNF497-AS1	
RNA5SP473	
ZNF837	116412
ANKRD13A	88455
RPS5	6193
CHML	1122
CHML	23596
ZNF594	84622
ATAD3A	55210
SCIMP	388325
RBM5	10181
FUT4	2526
LINC02700	
MIR4754	100616168
RNF225	646862
LINC02560	110806301
ZNF584	201514
SPDYC	387778
TNRC6C	57690
	101927708
XNDC1N-ZNF705EP-ALG1L9P	
IFT81	28981
ZNF584-DT	
XNDC1CP	115995503
TMEM240	339453
ZNF132	7691
ZNF132-DT	
INTS4	92105
ZNF324B	388569
SSU72	29101
LINC02527	
ZNF232	7775
ZNF324	25799
MIB2	142678
ZNF446	55663
TEX14	56155
SLC12A4	6560
SLC27A5	10998
RBM5-AS1	100775107
SEMA3F-AS1	100129060
CD86	942
RNU6-1337P	
RN7SL693P	
ZBTB45	84878
LINC02823	
CYP4F9P	
LINC02404	
LINC00661	126536
GUCY2C	2984
CASR	846
LINC00905	148231
GUCY2C-AS1	
H2AJ	55766
WBP11	51729
HNRNPA1P23	
CSTA	1475
MIX23	131076
SNX33P1	
RNU1-108P	
RNU1-52P	
RNVU1-34	
DPP9	91039
RNU6-518P	
TWF1P1	
CRYBA1	1411
FAM162A	26355
C12orf60	144608
NUFIP2	57532
SMCO3	440087
ART4	420
RPL35AP35	
MYL4	4635
MGP	4256
WDR5B	54554
KPNA1	3836
DDX11L10	
DDX11L16	100287029
ERP27	121506
FRG2DP	
ANKRD26P1	
ARHGDIB	397
ITGB3	3690
MTRF1LP1	
ZW10	9183
BCL9	607
MT1JP	
MT1JP	4498
MT1IP	
PDE6H	5149
SMG1P4	
PMIS2	111216276
LINC01489	
	105372432
OR10P1	121130
RPL30P11	
PPP1R15A	23645
ABCA3P1	
ATF7IP	55729
RPS29P19	
SIGLEC16	400709
SNX29P2	
CLDN25	644672
RNU7-186P	
ATF4P4	
EFCAB13	124989
PDXDC2P	
LRRC37A13P	
SNAPC2	6618
RPL6P3	
RNU6-1107P	
EXO1	9156
KRT8P7	
FRG2KP	
NECTIN1	5818
FRG2KP	102724018
PDPK2P	
PARP9	83666
URAHP	
RNU6-1123P	
NECTIN1-AS1	105369525
TUBB8P7	
NECTIN1-DT	102724301
PRSS29P	
	124902771
HERC2P4	
FLI1	2313
SMARCA4	6597
RRN3P3	
RRN3P3	100131998
OTOAP1	
OTOAP1	653786
PDPR2P	
USP28	57646
SEBOX	645832
RSKR	124923
DTX3L	151636
CLUHP3	
PARP15	165631
RPL23AP20	
BECN2	441925
PLBD1	79887
CFL1P4	
MAP1LC3C	440738
FAP	2191
TUBB8P6	
WDR64	128025
ITM2BP1	
	101928317
LGALS9	3965
RN7SKP134	
CABP1-DT	
MLEC	9761
EIF4BP8	
EMC3	55831
HERC2P5	
UNC119B	84747
MIR3117	100422871
DYNLT5	200132
MIR4700	100616329
ACADS	35
SLC6A10P	
DNAI4	79819
SRPRB	58477
HERC2P8	
SMG1P5	
SPPL3	121665
TMEM231P1	
SMG1P1	
WWP1P1	
ST3GAL6-AS1	
OR5AK3P	
OR5AK2	390181
MOB2	81532
PDLIM1P4	
DCBLD2	131566
ARF1P2	
CABP1	9478
ST13P11	
CWC15	51503
SGIP1	84251
CUL3	8452
KDM4D	55693
RRN3P1	
KDM4E	390245
SMG1P3	
SRSF8BP	
SRSF8	10929
ENDOD1	23052
DBIP1	
BUD13P1	
RNU6-26P	
SESN3	143686
RNU6-1263P	
GRM1	2911
ST3GAL6	10402
KMT2D	8085
MT1DP	
MPHOSPH10P1	
MPHOSPH10P1	643802
MT1L	
MYT1L-AS1	730811
CES1P1	51716
KDM4F	
BGLT3	103344929
TRAF6	7189
MYT1L	23040
CPDP1	
	554206
LGALS9DP	
RAG1	5896
SMG1P7	
LYRM9	201229
RAG2	5897
MAZ	4150
SLC22A10	387775
NOS2	4843
CHST1	8534
FUNDC2P3	
RNA5SP222	
RAB32	10981
LUADT1	106182249
LINC02716	
YAP1P1	
SLC35C1	55343
HMGN3	9324
C11orf80	79703
STXBP5	134957
LINC00921	283876
ZNF263	10127
FYCO1	79443
KRAS	3845
RCE1	9986
PDCL3P4	
MICOS10P3	
RNU6-342P	
RPS20P15	
RNU1-96P	
RPL6	6128
NEK10	152110
PC	5091
VWA3A	146177
SUZ12	23512
FAIM	55179
RNA5SP437	
SH3GL1P1	
WDR45BP1	
SDR42E2	100288072
	105371730
ARGFXP2	
PTPN11	5781
MIR140	406932
CLEC18A	348174
CNIH3-AS1	
LINC02813	
LBR	3930
C12orf76	400073
CAPS2-AS1	100130268
CCNG2P1	
WNT1	7471
SETD1B	23067
DNAH14	127602
KMT5A	387893
CEP83	51134
LRFN4	78999
RNU7-23P	
MIR3163	100423029
C11orf86	254439
NPIPB14P	
SMG1P7	100506060
TP53TG3F	653550
TP53TG3F	102724101
TP53TG3F	102724127
CHEK2P6	
LRRC37B	114659
METTL7B	196410
BMS1P8	
FBXO21	23014
ENPP7P13	
IGHV3OR16-12	
IGHV3OR16-13	
IGHV3OR16-17	
ROPN1	54763
IGHV3OR16-11	
ARHGAP23P1	
IGHV3OR16-7	
IGHV3OR16-16	
WWP2	11060
SLC4A7	9497
ADAMTS20	80070
ANKRD33BP2	
TRIM51CP	
DCDC2B	149069
RAP1GAP2	23108
TRIM53CP	
TRIM49B	283116
ANKRD33BP3	
DYRK3	8444
TRIM64C	646754
UBTFL7	
CDC42EP2	10435
SLC25A45	283130
TNFSF18	8995
MAP10	54627
PLPPR4	9890
TRIM67	440730
PDXDC2P-NPIPB14P	283970
TUBA1C	84790
FPGT	8790
NOS1	4842
YPEL3-DT	101928595
FRMD8	83786
SMG1P5	595101
LEXM	163747
CD2BP2-DT	101928707
SLC6A10P	386757
	101927911
OR1G1	8390
	100288728
RPRD2	23248
TRPV1	7442
ABHD17AP9	
NT5DC4	284958
TP53TG3C	653550
TP53TG3C	102723655
TP53TG3C	102723713
TP53TG3C	102724101
RELA	5970
NPIPA8	101059953
RNU7-104P	
SOS1	6654
NBPF19	101060226
NBPF19	124905692
PKD1P4	
MIR6511A4	102465684
UBC	7316
PKD1P5	
MIR6770-3	102466259
MIR3180-3	100422836
MIR3670-3	103504726
MIR3179-3	100423006
NOMO2	283820
NOMO2	102723728
KDM2B	84678
NSUN4	387338
INSL5	10022
ZNF124	7678
OR6P1	128366
NBPF4	148545
FAM72C	554282
SLC2A7	155184
TTN	7273
OR6K2	81448
LCE4A	199834
LMNA	4000
MAST3	23031
MIR3670-4	103504740
MIR3179-4	103504729
ABCC6P1	653190
PLG	5340
ABCC6P1	
CTNS	1497
MIR3670-1	100500910
MIR3180-1	100422870
GIT2	9815
B3GAT2	135152
MYH14	79784
MIR6511A1	102466268
MIR6770-1	102465461
SHPK	23729
CTNS-AS1	
TAX1BP3	30851
P2RX5-TAX1BP3	
EMC6	83460
P2RX5	5026
ALG1L8P	
ENPP7P7	
LINC02754	
RNU6-46P	
RPS3AP40	
OR7E1P	
ALDH3B1	221
NDUFS8	4728
AKAP7	9465
MIR7113	102465669
MIR4691	100616403
MIR6753	102465451
CHKA	1119
CFAP20DC	200844
ITGAE	3682
PCMT1	5110
CHKA-DT	
C11orf24	53838
COMP	1311
LRP5	4041
HASPIN	83903
CFAP92	57501
SOCS3	9021
RN7SL236P	
PGS1	9489
NDUFA3P2	
ANO2	57101
DCLK3	85443
APLP2	334
MIR1972-1	100302243
CCR5	1234
SETMAR	6419
	124900399
TMEM235	283999
DPPA4	55211
UPF1	5976
NEK4P2	
RNASEH1P2	
CCDC144A	9720
TCTA	6988
ABCB9	23457
PFN2	5217
VEGFA	7422
ZNF561-AS1	
LINC01772	107984921
RNU1-1	26871
RNU1-1	124904613
RNU1-1	124905321
RNU1-1	124905573
RNU1-1	124905574
RNU1-1	124905808
RNU1-1	124905809
LINC01783	100132147
RNU1-6P	
PDE4DIPP8	
OLFM2	93145
MST1P2	
RNU1-3	26869
RNU1-3	124904613
RNU1-3	124905321
RNU1-3	124905573
RNU1-3	124905574
RNU1-3	124905808
RNU1-3	124905809
ACTRT2	140625
DNAJB8	165721
MIR4251	100422968
KCNMB3	27094
LDLRAD2	401944
HSPG2	3339
CEACAMP7	
PSG11	5680
	124909451
LINC00887	
RNU6-405P	
RN7SL620P	
UPF3AP1	
SRP68P1	
P3H2-AS1	
NPIPP1	
FAM106C	100129396
CEACAMP8	
PKD1P6-NPIPP1	105369154
NOS2P4	
PSG2	5670
COTL1P1	
CEACAMP9	
PSG3	5671
LINC01974	
GOSR2-DT	
MIR6511B2	102465985
RNU6ATAC3P	
MIR3180-4	100500852
GOSR2	9570
ZBTB44	29068
PSG8	440533
CHEK2P7	
CELA3B	23436
LINC02038	
SRCAP	10847
CEACAMP6	
LINC02037	101929337
PSG8-AS1	100289650
PSG1	5669
RN7SL386P	
RNU6-1022P	
	124909362
CELA3A	10136
NCK1-DT	
FLYWCH2	114984
NDUFAF2P2	
	124909446
DDX18P5	
RN7SL778P	
ADAMTS8	11095
LINC01063	
TIPARP-AS1	
WDR5B-DT	
RN7SL186P	
RNU6-776P	
LINC01635	101928043
LINC00339	29092
CYTH2	9266
GNAO1	2775
MRE11	4361
EEF1GP4	
P2RX4	5025
PSMC1P7	
CDC42-AS1	
SPTSSB	165679
CDC42-IT1	
LINC02067	101243545
MPHOSPH6P1	
WNT4	54361
RPL23AP42	
OTOL1	131149
RPUSD3	285367
MIR4418	100616433
RHEX	440712
TCF3	6929
	124900428
AVPR1B	553
AVPR1B-DT	
RPL22P4	
FAM72A	729533
RPS3AP53	
NR2C2	7182
NPW	283869
SRGAP2	23380
ATP2A1-AS1	100289092
NPIPB9	100507607
FBXL9P	26231
NPIPB12	440353
KLRC2	3822
MIR548L	100302275
NOL3	8996
ANKRD49	54851
NLGN1-AS1	100874010
RN7SKP234	
ANAPC15P2	
CSAD	51380
GABRR3	200959
VPS35L	57020
OR5BM1P	
NUP210	23225
MIR5089	100847067
RPRML	388394
RN7SL270P	
CDC27	996
IKBKE	9641
TRIM51G	120824
GPR137	56834
HDAC11-AS1	100874101
HDAC11	79885
KRTAP4-3	85290
ALKBH8	91801
KRTAP4-2	85291
KRTAP4-1	85285
KRTAP4-17P	
KRTAP9-1	728318
KRTAP9-8	83901
PPM1E	22843
MIR6769B	102466202
C1orf147	574431
RASSF5	83593
RAD51C	5889
LMO3	55885
TCIRG1	10312
AP2A1	160
RPL7AP20	
EIF2D	1939
	105371115
SPSB3	90864
EIF1AXP1	
RNU6-288P	
CROCC	9696
STRADA	92335
FBLN2	2199
OR1AB1P	
LINC01855	
TPM4	7171
TMBIM4	51643
KIFC3	3801
TALAM1	109136579
KCNJ5-AS1	219833
PRDM11	56981
ZNF705EP	
CCDC90B	60492
SERPINI2	5276
RNU1-4	6060
RNU1-4	124904613
RNU1-4	124905321
RNU1-4	124905573
RNU1-4	124905574
RNU1-4	124905808
RNU1-4	124905809
	112267871
VASH2	79805
IQCG	84223
MUCL1	118430
LARP4	113251
CYB5RL	606495
ATXN7L2	127002
RAB8A	4218
RNU6-858P	
RPL35A	6165
CENPL	91687
OR4G1P	
CYCSP28	
RNU6-621P	
LMLN-AS1	100873947
SEPTIN14P19	
PLEKHA7	144100
TUBB8P8	
ADGRE4P	
ZNF496	84838
RNU6-860P	124904108
RNU6-860P	124904706
RNU6-860P	124906683
CICP6	
SEPTIN14P3	
LMLN	89782
MYO7B	4648
ZNF833P	
OR7A1P	
RABGAP1L	9910
GOLGA2P9	
GOLGA2P9	440518
CYP4F23P	
GORASP1	64689
OR1F1	4992
	100129935
SH2B1	25970
CYP2G1P	
CYP2G1P	22952
OR7A2P	
OR7E19P	
PTPRJ	5795
ZNF542P	
ZNF542P	147947
RGPD2	729857
ZNF137P	
WDR87BP	
WDR87BP	100631378
VEZT	55591
MIR3161	100423000
OR4B1	119765
OR4B2P	
OR4X2	119764
OR4X1	390113
AFG3L1P	172
FERMT3	83706
	284379
EVX2	344191
ZNF788P	
MORN2	729967
OR7E25P	
SIGLEC22P	
KLKP1	
KLKP1	606293
ADGRF3	165082
URAHP	100130015
SENP5	205564
FAM90A28P	
ZNF781	
ZNF781	163115
FAM157C	
AMPD1	270
UGT1A10	54575
CLEC4OP	
CLEC4OP	102724279
RNU6-355P	124904108
RNU6-355P	124904706
RNU6-355P	124906683
	652276
CYP2B7P	
MELTF	4241
SRRM2	23524
CYP2B7P	1556
STIM1	6786
UBE2U	148581
COQ10B	80219
VIT	5212
LGALS17A	400696
GPR161	23432
DLG1	1739
SIGLEC17P	
SIGLEC17P	284367
CCDC47	57003
CD101	9398
APOC1P1	
APOC1P1	342
ZNF826P	
LCE1C	353133
TOMT	120356740
OR52E8	390079
H3-7	440686
TRIM22	10346
NPL	80896
ZNF818P	
CCDC141	285025
DDX42	11325
C3P1	
ASB18	401036
C3P1	388503
ASIC4	55515
MDM2	4193
RCC1	1104
ZNF56P	
NAPSB	256236
RSF1-IT1	
SULT6B1	391365
AAMDC	28971
ZNF812P	
DNMT3A	1788
FTSJ3	117246
PSG10P	
LINC01530	
SIGLEC5	
RPS29P27	
LGALS14	56891
CD81	975
CLC	1178
FOSB	2354
TCAM1P	146771
CSH2	1443
VASP	7408
GH2	2689
RIC3	79608
SCAMP4	113178
C1orf109	54955
UNC93B1	81622
ZNF385C	201181
HMGN3P1	
SMARCD2	6603
CRNN	49860
LCE5A	254910
CRCT1	54544
LCE3E	353145
LCE3D	84648
XNDC1N	100133315
TEKT2	27285
GPATCH1	55094
IL18BP	10068
ADPRS	54936
MLPH	79083
COL8A2	1296
TRAPPC3	27095
CEBPA	1050
ZNF536	9745
MAP7D1	55700
ZNF615	284370
ALDH3B2	222
RNU6-1192P	
	728485
	105371749
ZNF790-AS1	284408
ZNF790	388536
OR51C1P	401661
OR10D3	26497
OR4A15	81328
OOSP3	112577461
TSGA10IP	254187
RN7SL131P	
UBE2V2P4	
OR56B2P	390073
ZNF829	374899
ZNF362	149076
OR5D3P	8594
OR1S2	219958
OR51B5	282763
RNA5SP439	
RPL31P61	
A3GALT2	127550
OR10S1	219873
ZNF345	25850
BACE1-AS	
NEAT1	283131
OR6C1	390321
MIR3605	100500853
RN7SKP16	
PHC2-AS1	101929464
ACSM4	341392
RN7SL44P	
S100A6	6277
ZNF568	374900
RASSF10	644943
PACSIN3	29763
S100A4	6275
ACACB	32
RNU6-1140P	
PRLH	51052
RAB17	64284
S100A3	6274
ZNF83	55769
S100A2	6273
MIR6745	102466726
DDB2	1643
S100A16	140576
S100A14	57402
RAB17-DT	
ZNF559-ZNF177	100529215
MAPRE3	22924
S100A13	6284
S100A1	6271
CHTOP	26097
GYS1	2997
ACP2	53
MAPRE3-AS1	100129724
TMEM214	54867
SNAPIN	23557
SH3D21	79729
	101059948
CGB7	94027
PPFIA3	8541
STK40	83931
TP53	7157
POU6F1	5463
EIF2S3B	255308
AGBL5	60509
BLOC1S1	2647
CLEC1B	51266
LSM10	84967
NR1H3	10062
RNU4-27P	
OSCP1	127700
HRC	3270
H4C16	121504
H4C16	554313
C12orf42	374470
TRPM4	54795
AGBL5-AS1	100874031
AGBL5-IT1	
OST4	100128731
SNORA63C	109616970
MRPS15	64960
EMILIN1	11117
CGREF1	10669
EVA1B	55194
ASCL5	647219
LINC02816	
KIAA1614-AS1	103344928
STX6	10228
ABHD1	84696
LINC01732	101928973
MR1	3140
TMED5	50999
PREB	10113
SLC6A21P	
RPL36AP11	
CCDC18-AS1	
SBSN	374897
RNU6-1077P	
RAN	5901
GAPDHS	26330
MADD-AS1	101928943
ARFGAP2	84364
PRR30	339779
TMEM147-AS1	100506469
TCF23	150921
TMEM147	10430
SLC5A6	8884
CCDC18	343099
MIR4797	100616216
DLG1-AS1	100507086
PLSCR2	57047
ATP4A	495
RXYLT1	10329
RNU7-10P	
	105376975
PDCL3P3	
BALR6	
TBC1D5	9779
TMEM269	100129924
ZNF426-DT	101928238
SVBP	374969
RXYLT1-AS1	104169670
ZNF177	7730
ZNF177	100529215
PABPC1P4	
KDM2B-DT	
MORN3	283385
GORAB	92344
CBL	867
NDUFA3P1	
ZNF112	7771
TMEM120B	144404
CAD	790
MIR3115	100422866
RNU6-514P	
RNU6-135P	
ZNF285	26974
KDM1A	23028
ZNF229	7772
RHOF	54509
SLC3A2	6520
ZNF285BP	
ZNF180	7733
LCE1B	353132
LCE1A	353131
LINC01089	338799
LCE6A	448835
SMCP	4184
IVL	3713
LINC01527	101927988
SPRR4	163778
SPRR3	6707
	124900435
LINC00670	284034
SPRR1B	6699
SPRR2D	6703
TIRAP	114609
SPRR2A	6700
TMC8	147138
SPRR2B	6701
SPRR2E	6704
AGAP2	116986
SPRR2F	6705
CEACAM20	125931
SPRR2C	
SPRR2G	6706
CADM3	57863
RNU6-670P	
VHL	7428
CEACAM22P	388550
EXOG	9941
SLC30A3	7781
CEACAM22P	
IGSF23	147710
RNA5SP60	
CADM3-AS1	
TIRAP-AS1	
CEACAM16-AS1	
MIR26A2	407016
ACKR1	2532
BICDL1	92558
MTND6P35	
KMT5B	51111
MTCYBP13	
MTND1P15	
MTND2P13	
NMTRS-TGA3-1	
PVR	5817
MTATP6P3	
MTCO3P13	
OR10J1	26476
CSH1	1442
LINC02819	
DNAJC5G	285126
FCER1A	2205
RAB35	11021
TRIM54	57159
CD79B	974
MYOM3	127294
GCN1	10985
MIR4531	100616355
CEACAM19	56971
CAP1P1	
RNU6-386P	
VDAC1P7	
RNU6-217P	
RNU6-882P	
GATA2	2624
UCN	7349
MPV17	4358
SLC13A2	9058
MYOM3-AS1	
CEACAM16	388551
IL22RA1	58985
IFNLR1	163702
MIR129-2	406918
BCL3	602
HSD17B12	51144
IL17RC	84818
MIR8085	102465879
CBLC	23624
FOXN1	8456
WRAP53	55135
LINC02800	284632
GRHL3-AS1	
ELF3	1999
RPL23AP63	
PHB1P2	
C11orf96	387763
PIWIL4-AS1	105369438
MIR4498	100616179
BCAM	4059
LINC02763	101928823
RPLP0	6175
LINC02747	105379407
